total_precipitation_sfc
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00787402
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00787402
0.0
0.0
0.0
0.0
0.0
0.01574804
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.36220491999999993
0.1181103
0.0
0.10236226
0.0
0.00787402
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00787402
0.00787402
0.10236226
0.00787402
0.0
0.06299216
0.07086618
0.1574804
0.18897647999999997
0.2362206
0.14173236
0.023622059999999997
0.047244119999999994
0.0393701
0.023622059999999997
0.00787402
0.055118139999999996
0.12598432
0.1574804
0.01574804
0.0393701
0.0
0.0
0.0
0.00787402
0.0
0.0
0.0
0.0
0.00787402
0.03149608
0.055118139999999996
0.03149608
0.00787402
0.01574804
0.00787402
0.0
0.0
0.0
0.0
0.0
0.01574804
0.00787402
0.023622059999999997
0.00787402
0.00787402
0.0
0.00787402
0.0
0.0
0.0
0.01574804
0.0
0.0
0.023622059999999997
0.0
0.0
0.00787402
0.01574804
0.0
0.00787402
0.00787402
0.0
0.0
0.0
0.0
0.00787402
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03149608
0.047244119999999994
0.01574804
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00787402
0.0
0.023622059999999997
0.0
0.0
0.00787402
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00787402
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.023622059999999997
0.0
0.01574804
0.01574804
0.00787402
0.00787402
0.0
0.0
0.0
0.0
0.0
0.0
0.00787402
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01574804
0.06299216
0.00787402
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.25196864
0.1181103
0.06299216
0.01574804
0.00787402
0.0
0.0
0.00787402
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03149608
0.0
0.0
0.0
0.0
0.0
0.0
0.0
